Sentence,Entities,Document_ID,Entity_Texts,SentenceWithContext,matched_entities
"The $30 billion limit had been established a number of years ago, and the amount of credit intermediated through money markets had grown substantially since then.","(('Money Market',0.66)",fomcminutes20210317.pdf,[],"The review rec- ommended raising the ON RRP per-counterparty limit from $30 billion to $80 billion. The $30 billion limit had been established a number of years ago, and the amount of credit intermediated through money markets had grown substantially since then. The increase in the limit to $80 billion would restore the capacity of the facility relative to the aggregate size of money fund counterpar- ties to roughly the level in place when the facility was established.","['Overnight Reverse Repurchase Agreement (ON RRP)', 'Credit', 'Money Market']"
The Committee (more) -2- would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the Committee’s goals.,"(('Federal Reserve', 0.848), ('Monetary Policy', 0.824),)",ARP_07.2023.pdf,"['Federal Reserve', 'Monetary Policy']","In assessing the appropriate stance of monetary policy, the Committee will continue to monitor the implications of incoming information for the economic outlook. The Committee (more) -2- would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the Committee’s goals. The Committee’s assessments will take into account a wide range of information, including readings on labor market conditions, inflation pressures and inflation expectations, and financial and international developments.","['Monetary Policy', 'Economic outlook', 'domestic policy directive', 'Powell', 'Federal Open Market Committee(FOMC)', 'Powell', 'Federal Open Market Committee(FOMC)', 'Monetary Policy', 'domestic policy directive', 'Federal Funds Target', 'Federal Open Market Committee(FOMC)', 'Labor Market', 'Average Hourly Earnings']"
JENNIFER SCHONBERGER.,"(('', ''),)",FOMCpresconf20240320.pdf,[''],"But that’s what I had in mind. JENNIFER SCHONBERGER. But given that you said that PCE for February, 2.8 percent the estimate, and that we have been seeing PCE—core PCE coming down by a tenth of a percent every month, I mean, wouldn’t you be at about 2.4 percent this summer, June, July, to a point where you could cut then? CHAIR POWELL.","['Personal Consumption Expenditures (PCE)', 'Chair', 'Powell']"
Inflation continues to run below 2 per- cent.,"(('Inflation',-0.66))",fomcminutes20210317.pdf,[],"Following a moderation in the pace of the recovery, indi- cators of economic activity and employment have turned up recently, although the sectors most adversely affected by the pandemic remain weak. Inflation continues to run below 2 per- cent. Overall financial conditions remain ac- commodative, in part reflecting policy measures to support the economy and the flow of credit to U.S. households and businesses.","['Pandemic', 'Cyclically Sensitive Sectors', 'maximum employment', 'Inflation', 'Price Stability', 'maximum employment', 'Monetary Policy', 'Personal Consumption Expenditures (PCE)', 'Financial Stability', 'Credit', 'Federal Reserve', 'Dual Mandate', 'domestic policy directive']"
"In recent months, there has been some further progress toward the Committee’s 2 percent inflation objective.","(('Federal Reserve', -0.867), ('Inflation', -0.561),)",monetary20240731a1.pdf,"['Federal Reserve', 'Inflation']","Inflation has eased over the past year but remains somewhat elevated. In recent months, there has been some further progress toward the Committee’s 2 percent inflation objective. The Committee seeks to achieve maximum employment and inflation at the rate of 2 percent over the longer run.","['Inflation', 'Price Stability', 'maximum employment', 'Transitory', 'Inflation', 'Price Stability', 'maximum employment', 'Dual Mandate', 'Federal Open Market Committee(FOMC)', 'Inflation']"
"Jeanna Smialek, the New York Times.","(('', ''),)",FOMCpresconf20240320.pdf,[''],"Nonetheless, we’re looking for data that confirm the kind of low readings that we had last year and give us a higher degree of confidence that what we saw was really inflation moving sustainably down to 2 percent—toward 2 percent. Jeanna Smialek, the New York Times. Thank you for taking our questions.",[]
"You know, we saw—that’s been a question for a while.","(('', ''),)",FOMCpresconf20240320.pdf,[''],"There are also supply-side things happening, but I think those are demand-side things happening. You know, we saw—that’s been a question for a while. We did see progress on inflation last year—significant progress, despite financial conditions sometimes being tighter, sometimes looser.","['Cyclically Sensitive Sectors', 'Demand', 'Labor Market', 'Pandemic', 'Price Stability', 'Inflation']"
"The longer-run projections represented each participant’s assessment of the rate to which each variable would be expected to converge, over time, un- der appropriate monetary policy and in the absence of further shocks to the economy.","(('Expectation',0),('Monetary Policy',0.2),('Risk',0))",fomcminutes20210317.pdf,"['Expectation', 'Monetary Policy', 'Risk']","In conjunction with this FOMC meeting, participants submitted their projections of the most likely outcomes for real GDP growth, the unemployment rate, and infla- tion for each year from 2021 through 2023 and over the longer run, based on their individual assessments of ap- propriate monetary policy, including the path of the fed- eral funds rate. The longer-run projections represented each participant’s assessment of the rate to which each variable would be expected to converge, over time, un- der appropriate monetary policy and in the absence of further shocks to the economy. A Summary of Eco- nomic Projections was released to the public following the conclusion of the meeting.","['Federal Open Market Committee(FOMC)', 'Economic outlook', 'Federal Funds Target', 'Monetary Policy', 'domestic policy directive', 'Economic outlook', 'Monetary Policy', 'domestic policy directive', 'Economic outlook']"
(more) -2-,"(('', ''),)",monetary20250507a1.pdf,[''],"In a related action, the Board of Governors of the Federal Reserve System voted unanimously to approve the establishment of the primary credit rate at the existing level of 4.5 percent. (more) -2- This information will be updated as appropriate to reflect decisions of the Federal Open Market Committee or the Board of Governors regarding details of the Federal Reserve's operational tools and approach used to implement monetary policy.","['Federal Funds Rate', 'Board', 'Interest on Excess Reserves (IOER)', 'Federal Reserve', 'Federal Open Market Committee(FOMC)', 'domestic policy directive', 'Federal Reserve', 'Board', 'Federal Open Market Committee(FOMC)', 'Monetary Policy']"
Page 20 of 24 balance sheet constant and allow nonreserve liabilities to expand.,"(('Balance Sheet', 0),)",FOMCpresconf20240320.pdf,['Balance Sheet'],"Then you have another time where you effectively hold the March 20, 2024 Chair Powell’s Press Conference FINAL Page 20 of 24 balance sheet constant and allow nonreserve liabilities to expand. And then that ultimately brings you, ideally, in for—brings it into a nice, easy landing at a level that is above—you know, above what we think the lowest possible ample number would be.","['Balance Sheet', 'Balance', 'Chair', 'Powell', 'Asset Runoff']"
Several par- ticipants judged that the support provided by the ARP could improve the financial positions of small firms that had been adversely affected by the pandemic.,"(('Fiscal Policy',0.8),('Pandemic',0))",fomcminutes20210317.pdf,"['Fiscal Policy', 'Pandemic']","A few par- ticipants noted that higher crop prices were continuing to boost income in the agricultural sector. Several par- ticipants judged that the support provided by the ARP could improve the financial positions of small firms that had been adversely affected by the pandemic. Participants observed that labor market conditions had improved recently, as payroll employment registered strong gains in February and the unemployment rate fell to 6.2 percent.","['Labor Market', 'HIRE', 'Employment', 'Unemployment', 'Average Hourly Earnings']"
"Following the transitory increase this year, inflation was projected to run a bit below 2 percent next year and then to reach 2 percent by 2023, reflecting tight resource utilization in product and labor markets.","(('Inflation',0.66),('Labor Market',0.66),('Expectation',0.66),('Price Stability',0.2))",fomcminutes20210317.pdf,"['Inflation', 'Labor Market', 'Expectation', 'Price Stability']","In addition, inflation was forecast to be temporarily boosted this year by the expected emergence of some production bottlenecks and supply constraints. Following the transitory increase this year, inflation was projected to run a bit below 2 percent next year and then to reach 2 percent by 2023, reflecting tight resource utilization in product and labor markets. The staff continued to see the uncertainty surrounding the outlook as elevated.","['Inflation', 'Price Stability', 'Transitory', 'Economic outlook', 'maximum employment', 'Inflation', 'Transitory', 'Price Stability', 'maximum employment', 'Uncertain']"
